Polônia-Oitavas-Quartas-Semi-Eliminado,0.05025
Polônia-Oitavas-Quartas-Eliminado,0.18659
Polônia-Oitavas-Eliminado,0.4439
Polônia-Eliminado,0.30053
Suíça-Oitavas-Quartas-Semi-Final-Campeão,0.00267
Suíça-Oitavas-Quartas-Semi-Final-Eliminado,0.01246
Suíça-Oitavas-Quartas-Semi-Eliminado,0.05129
Suíça-Oitavas-Quartas-Eliminado,0.11807
Suíça-Oitavas-Eliminado,0.40112
Suíça-Eliminado,0.41439
México-Oitavas-Quartas-Semi-Final-Campeão,0.00252
México-Oitavas-Quartas-Semi-Final-Eliminado,0.01066
México-Oitavas-Quartas-Semi-Eliminado,0.04056
México-Oitavas-Quartas-Eliminado,0.09402
México-Oitavas-Eliminado,0.34876
México-Eliminado,0.50348
Croácia-Oitavas-Quartas-Semi-Final-Campeão,0.00242
Croácia-Oitavas-Quartas-Semi-Final-Eliminado,0.01081
Croácia-Oitavas-Quartas-Semi-Eliminado,0.04293
Croácia-Oitavas-Quartas-Eliminado,0.13212
Croácia-Oitavas-Eliminado,0.36052
Croácia-Eliminado,0.4512
Suécia-Oitavas-Quartas-Semi-Final-Campeão,0.00134
Suécia-Oitavas-Quartas-Semi-Final-Eliminado,0.00629
Suécia-Oitavas-Quartas-Semi-Eliminado,0.02568
Suécia-Oitavas-Quartas-Eliminado,0.07657
Suécia-Oitavas-Eliminado,0.27992
Suécia-Eliminado,0.6102
Islândia-Oitavas-Quartas-Semi-Final-Campeão,0.00125
Islândia-Oitavas-Quartas-Semi-Final-Eliminado,0.00538
Islândia-Oitavas-Quartas-Semi-Eliminado,0.0272
Islândia-Oitavas-Quartas-Eliminado,0.08759
Islândia-Oitavas-Eliminado,0.31842
Islândia-Eliminado,0.56016
Dinamarca-Oitavas-Quartas-Semi-Final-Campeão,0.00058
Dinamarca-Oitavas-Quartas-Semi-Final-Eliminado,0.00305
Dinamarca-Oitavas-Quartas-Semi-Eliminado,0.01661
Dinamarca-Oitavas-Quartas-Eliminado,0.06258
Dinamarca-Oitavas-Eliminado,0.25691
Dinamarca-Eliminado,0.66027
Portugal-Oitavas-Quartas-Semi-Final-Campeão,0.03135
Portugal-Oitavas-Quartas-Semi-Final-Eliminado,0.06576
Portugal-Oitavas-Quartas-Semi-Eliminado,0.16866
Portugal-Oitavas-Quartas-Eliminado,0.32382
Portugal-Oitavas-Eliminado,0.19
Portugal-Eliminado,0.22041
Colômbia-Oitavas-Quartas-Semi-Final-Campeão,0.01134
Colômbia-Oitavas-Quartas-Semi-Final-Eliminado,0.03103
Colômbia-Oitavas-Quartas-Semi-Eliminado,0.08715
Colômbia-Oitavas-Quartas-Eliminado,0.24941
Colômbia-Oitavas-Eliminado,0.44305
Colômbia-Eliminado,0.17802
Uruguai-Oitavas-Quartas-Semi-Final-Campeão,0.00955
Uruguai-Oitavas-Quartas-Semi-Final-Eliminado,0.02756
Uruguai-Oitavas-Quartas-Semi-Eliminado,0.09478
Uruguai-Oitavas-Quartas-Eliminado,0.20987
Uruguai-Oitavas-Eliminado,0.55303
Uruguai-Eliminado,0.10521
Rússia-Oitavas-Quartas-Semi-Final-Campeão,0.00036
Rússia-Oitavas-Quartas-Semi-Final-Eliminado,0.00274
Rússia-Oitavas-Quartas-Semi-Eliminado,0.01674
Rússia-Oitavas-Quartas-Eliminado,0.09488
Rússia-Oitavas-Eliminado,0.5141
Rússia-Eliminado,0.37118
Irã-Oitavas-Quartas-Semi-Final-Campeão,0.00024
Irã-Oitavas-Quartas-Semi-Final-Eliminado,0.00217
Irã-Oitavas-Quartas-Semi-Eliminado,0.01349
Irã-Oitavas-Quartas-Eliminado,0.06868
Irã-Oitavas-Eliminado,0.13214
Irã-Eliminado,0.78328
Costa Rica-Oitavas-Quartas-Semi-Final-Campeão,0.00019
Costa Rica-Oitavas-Quartas-Semi-Final-Eliminado,0.00155
Costa Rica-Oitavas-Quartas-Semi-Eliminado,0.01124
Costa Rica-Oitavas-Quartas-Eliminado,0.04346
Costa Rica-Oitavas-Eliminado,0.20299
Costa Rica-Eliminado,0.74057
Coreia do Sul-Oitavas-Quartas-Semi-Final-Campeão,0.00015
Coreia do Sul-Oitavas-Quartas-Semi-Final-Eliminado,0.00127
Coreia do Sul-Oitavas-Quartas-Semi-Eliminado,0.00757
Coreia do Sul-Oitavas-Quartas-Eliminado,0.02945
Coreia do Sul-Oitavas-Eliminado,0.17116
Coreia do Sul-Eliminado,0.7904
Japão-Oitavas-Quartas-Semi-Final-Campeão,0.00011
Japão-Oitavas-Quartas-Semi-Final-Eliminado,0.00099
Japão-Oitavas-Quartas-Semi-Eliminado,0.00716
Japão-Oitavas-Quartas-Eliminado,0.04484
Japão-Oitavas-Eliminado,0.24036
Japão-Eliminado,0.70654
Sérvia-Oitavas-Quartas-Semi-Final-Campeão,0.0001
Sérvia-Oitavas-Quartas-Semi-Final-Eliminado,0.00092
Sérvia-Oitavas-Quartas-Semi-Eliminado,0.00614
Sérvia-Oitavas-Quartas-Eliminado,0.02853
Sérvia-Oitavas-Eliminado,0.16078
Sérvia-Eliminado,0.80353
Austrália-Oitavas-Quartas-Semi-Final-Campeão,0.00008
Austrália-Oitavas-Quartas-Semi-Final-Eliminado,0.00066
Austrália-Oitavas-Quartas-Semi-Eliminado,0.00427
Austrália-Oitavas-Quartas-Eliminado,0.0239
Austrália-Oitavas-Eliminado,0.13532
Austrália-Eliminado,0.83577
Senegal-Oitavas-Quartas-Semi-Final-Campeão,0.00006
Senegal-Oitavas-Quartas-Semi-Final-Eliminado,0.0004
Senegal-Oitavas-Quartas-Semi-Eliminado,0.00411
Senegal-Oitavas-Quartas-Eliminado,0.02962
Senegal-Oitavas-Eliminado,0.1509
Senegal-Eliminado,0.81491
Panamá-Oitavas-Quartas-Semi-Final-Campeão,0.00004
Panamá-Oitavas-Quartas-Semi-Final-Eliminado,0.00026
Panamá-Oitavas-Quartas-Semi-Eliminado,0.00247
Panamá-Oitavas-Quartas-Eliminado,0.01955
Panamá-Oitavas-Eliminado,0.09755
Panamá-Eliminado,0.88013
Egito-Oitavas-Quartas-Semi-Final-Campeão,0.00003
Egito-Oitavas-Quartas-Semi-Final-Eliminado,0.00022
Egito-Oitavas-Quartas-Semi-Eliminado,0.00253
Egito-Oitavas-Quartas-Eliminado,0.02654
Egito-Oitavas-Eliminado,0.26156
Egito-Eliminado,0.70912
Marrocos-Oitavas-Quartas-Semi-Final-Campeão,0.00001
Marrocos-Oitavas-Quartas-Semi-Final-Eliminado,0.00049
Marrocos-Oitavas-Quartas-Semi-Eliminado,0.00335
Marrocos-Oitavas-Quartas-Eliminado,0.02562
Marrocos-Oitavas-Eliminado,0.06909
Marrocos-Eliminado,0.90144
Tunísia-Oitavas-Quartas-Semi-Final-Campeão,0.00001
Tunísia-Oitavas-Quartas-Semi-Final-Eliminado,0.00016
Tunísia-Oitavas-Quartas-Semi-Eliminado,0.00175
Tunísia-Oitavas-Quartas-Eliminado,0.0136
Tunísia-Oitavas-Eliminado,0.07406
Tunísia-Eliminado,0.91042
Arábia Saudita-Oitavas-Quartas-Semi-Final-Campeão,0
Arábia Saudita-Oitavas-Quartas-Semi-Final-Eliminado,0.00009
Arábia Saudita-Oitavas-Quartas-Semi-Eliminado,0.00142
Arábia Saudita-Oitavas-Quartas-Eliminado,0.0159
Arábia Saudita-Oitavas-Eliminado,0.1681
Arábia Saudita-Eliminado,0.81449
Nigéria-Oitavas-Quartas-Semi-Final-Campeão,0
Nigéria-Oitavas-Quartas-Semi-Final-Eliminado,0.00013
Nigéria-Oitavas-Quartas-Semi-Eliminado,0.0015
Nigéria-Oitavas-Quartas-Eliminado,0.01008
Nigéria-Oitavas-Eliminado,0.08572
Nigéria-Eliminado,0.90257
