Polônia-Oitavas-Eliminado,0.441
Polônia-Eliminado,0.3066
Peru-Oitavas-Quartas-Semi-Final-Campeão,0.0048
Peru-Oitavas-Quartas-Semi-Final-Eliminado,0.0203
Peru-Oitavas-Quartas-Semi-Eliminado,0.0662
Peru-Oitavas-Quartas-Eliminado,0.1416
Peru-Oitavas-Eliminado,0.3485
Peru-Eliminado,0.4186
Croácia-Oitavas-Quartas-Semi-Final-Campeão,0.0035
Croácia-Oitavas-Quartas-Semi-Final-Eliminado,0.0105
Croácia-Oitavas-Quartas-Semi-Eliminado,0.0457
Croácia-Oitavas-Quartas-Eliminado,0.1218
Croácia-Oitavas-Eliminado,0.3662
Croácia-Eliminado,0.4523
Suíça-Oitavas-Quartas-Semi-Final-Campeão,0.0031
Suíça-Oitavas-Quartas-Semi-Final-Eliminado,0.0146
Suíça-Oitavas-Quartas-Semi-Eliminado,0.0505
Suíça-Oitavas-Quartas-Eliminado,0.1168
Suíça-Oitavas-Eliminado,0.404
Suíça-Eliminado,0.411
México-Oitavas-Quartas-Semi-Final-Campeão,0.0019
México-Oitavas-Quartas-Semi-Final-Eliminado,0.0104
México-Oitavas-Quartas-Semi-Eliminado,0.039
México-Oitavas-Quartas-Eliminado,0.0979
México-Oitavas-Eliminado,0.3533
México-Eliminado,0.4975
Rússia-Oitavas-Quartas-Semi-Final-Campeão,0.0011
Rússia-Oitavas-Quartas-Semi-Final-Eliminado,0.005
Rússia-Oitavas-Quartas-Semi-Eliminado,0.0367
Rússia-Oitavas-Quartas-Eliminado,0.1684
Rússia-Oitavas-Eliminado,0.6631
Rússia-Eliminado,0.1257
Islândia-Oitavas-Quartas-Semi-Final-Campeão,0.0011
Islândia-Oitavas-Quartas-Semi-Final-Eliminado,0.0043
Islândia-Oitavas-Quartas-Semi-Eliminado,0.0281
Islândia-Oitavas-Quartas-Eliminado,0.0854
Islândia-Oitavas-Eliminado,0.3259
Islândia-Eliminado,0.5552
Suécia-Oitavas-Quartas-Semi-Final-Campeão,0.001
Suécia-Oitavas-Quartas-Semi-Final-Eliminado,0.0069
Suécia-Oitavas-Quartas-Semi-Eliminado,0.0272
Suécia-Oitavas-Quartas-Eliminado,0.0721
Suécia-Oitavas-Eliminado,0.2833
Suécia-Eliminado,0.6095
Irã-Oitavas-Quartas-Semi-Final-Campeão,0.0008
Irã-Oitavas-Quartas-Semi-Final-Eliminado,0.0063
Irã-Oitavas-Quartas-Semi-Eliminado,0.0259
Irã-Oitavas-Quartas-Eliminado,0.111
Irã-Oitavas-Eliminado,0.2109
Irã-Eliminado,0.6451
Dinamarca-Oitavas-Quartas-Semi-Final-Campeão,0.0006
Dinamarca-Oitavas-Quartas-Semi-Final-Eliminado,0.0036
Dinamarca-Oitavas-Quartas-Semi-Eliminado,0.0198
Dinamarca-Oitavas-Quartas-Eliminado,0.0591
Dinamarca-Oitavas-Eliminado,0.2575
Dinamarca-Eliminado,0.6594
Sérvia-Oitavas-Quartas-Semi-Final-Campeão,0.0002
Sérvia-Oitavas-Quartas-Semi-Final-Eliminado,0.0011
Sérvia-Oitavas-Quartas-Semi-Eliminado,0.0083
Sérvia-Oitavas-Quartas-Eliminado,0.0268
Sérvia-Oitavas-Eliminado,0.1599
Sérvia-Eliminado,0.8037
Coreia do Sul-Oitavas-Quartas-Semi-Final-Campeão,0.0002
Coreia do Sul-Oitavas-Quartas-Semi-Final-Eliminado,0.0013
Coreia do Sul-Oitavas-Quartas-Semi-Eliminado,0.0071
Coreia do Sul-Oitavas-Quartas-Eliminado,0.0321
Coreia do Sul-Oitavas-Eliminado,0.1702
Coreia do Sul-Eliminado,0.7891
Austrália-Oitavas-Quartas-Semi-Final-Campeão,0.0001
Austrália-Oitavas-Quartas-Semi-Final-Eliminado,0.0009
Austrália-Oitavas-Quartas-Semi-Eliminado,0.0051
Austrália-Oitavas-Quartas-Eliminado,0.0254
Austrália-Oitavas-Eliminado,0.1306
Austrália-Eliminado,0.8379
Costa Rica-Oitavas-Quartas-Semi-Final-Campeão,0.0001
Costa Rica-Oitavas-Quartas-Semi-Final-Eliminado,0.0022
Costa Rica-Oitavas-Quartas-Semi-Eliminado,0.0105
Costa Rica-Oitavas-Quartas-Eliminado,0.0404
Costa Rica-Oitavas-Eliminado,0.2017
Costa Rica-Eliminado,0.7451
Japão-Oitavas-Quartas-Semi-Final-Campeão,0.0001
Japão-Oitavas-Quartas-Semi-Final-Eliminado,0.001
Japão-Oitavas-Quartas-Semi-Eliminado,0.008
Japão-Oitavas-Quartas-Eliminado,0.047
Japão-Oitavas-Eliminado,0.2448
Japão-Eliminado,0.6991
Egito-Oitavas-Quartas-Semi-Final-Campeão,0
Egito-Oitavas-Quartas-Semi-Final-Eliminado,0.0001
Egito-Oitavas-Quartas-Semi-Eliminado,0.0015
Egito-Oitavas-Quartas-Eliminado,0.0095
Egito-Oitavas-Eliminado,0.13
Egito-Eliminado,0.8589
Arábia Saudita-Oitavas-Quartas-Semi-Final-Campeão,0
Arábia Saudita-Oitavas-Quartas-Semi-Final-Eliminado,0
Arábia Saudita-Oitavas-Quartas-Semi-Eliminado,0
Arábia Saudita-Oitavas-Quartas-Eliminado,0.0015
Arábia Saudita-Oitavas-Eliminado,0.0187
Arábia Saudita-Eliminado,0.9798
Marrocos-Oitavas-Quartas-Semi-Final-Campeão,0
Marrocos-Oitavas-Quartas-Semi-Final-Eliminado,0
Marrocos-Oitavas-Quartas-Semi-Eliminado,0.0007
Marrocos-Oitavas-Quartas-Eliminado,0.006
Marrocos-Oitavas-Eliminado,0.0214
Marrocos-Eliminado,0.9719
Nigéria-Oitavas-Quartas-Semi-Final-Campeão,0
Nigéria-Oitavas-Quartas-Semi-Final-Eliminado,0.0001
Nigéria-Oitavas-Quartas-Semi-Eliminado,0.0013
Nigéria-Oitavas-Quartas-Eliminado,0.0105
Nigéria-Oitavas-Eliminado,0.0821
Nigéria-Eliminado,0.906
Panamá-Oitavas-Quartas-Semi-Final-Campeão,0
Panamá-Oitavas-Quartas-Semi-Final-Eliminado,0.0001
Panamá-Oitavas-Quartas-Semi-Eliminado,0.0031
Panamá-Oitavas-Quartas-Eliminado,0.02
Panamá-Oitavas-Eliminado,0.0938
Panamá-Eliminado,0.883
Tunísia-Oitavas-Quartas-Semi-Final-Campeão,0
Tunísia-Oitavas-Quartas-Semi-Final-Eliminado,0.0003
Tunísia-Oitavas-Quartas-Semi-Eliminado,0.0021
Tunísia-Oitavas-Quartas-Eliminado,0.0116
Tunísia-Oitavas-Eliminado,0.0713
Tunísia-Eliminado,0.9147
Senegal-Oitavas-Quartas-Semi-Final-Campeão,0
Senegal-Oitavas-Quartas-Semi-Final-Eliminado,0.0006
Senegal-Oitavas-Quartas-Semi-Eliminado,0.0041
Senegal-Oitavas-Quartas-Eliminado,0.0285
Senegal-Oitavas-Eliminado,0.1518
Senegal-Eliminado,0.815
