Suíça-Oitavas-Quartas-Semi-Final-Campeão,0.0099
Suíça-Oitavas-Quartas-Semi-Final-Eliminado,0.025
Suíça-Oitavas-Quartas-Semi-Eliminado,0.0777
Suíça-Oitavas-Quartas-Eliminado,0.1595
Suíça-Oitavas-Eliminado,0.3954
Suíça-Eliminado,0.3325
Polônia-Oitavas-Quartas-Semi-Final-Campeão,0.0082
Polônia-Oitavas-Quartas-Semi-Final-Eliminado,0.02
Polônia-Oitavas-Quartas-Semi-Eliminado,0.0558
Polônia-Oitavas-Quartas-Eliminado,0.1683
Polônia-Oitavas-Eliminado,0.4464
Polônia-Eliminado,0.3013
Dinamarca-Oitavas-Quartas-Semi-Final-Campeão,0.0079
Dinamarca-Oitavas-Quartas-Semi-Final-Eliminado,0.0235
Dinamarca-Oitavas-Quartas-Semi-Eliminado,0.0747
Dinamarca-Oitavas-Quartas-Eliminado,0.2022
Dinamarca-Oitavas-Eliminado,0.5032
Dinamarca-Eliminado,0.1885
Peru-Oitavas-Quartas-Semi-Final-Campeão,0.002
Peru-Oitavas-Quartas-Semi-Final-Eliminado,0.0034
Peru-Oitavas-Quartas-Semi-Eliminado,0.0149
Peru-Oitavas-Quartas-Eliminado,0.0403
Peru-Oitavas-Eliminado,0.1124
Peru-Eliminado,0.827
Rússia-Oitavas-Quartas-Semi-Final-Campeão,0.0015
Rússia-Oitavas-Quartas-Semi-Final-Eliminado,0.0081
Rússia-Oitavas-Quartas-Semi-Eliminado,0.037
Rússia-Oitavas-Quartas-Eliminado,0.1618
Rússia-Oitavas-Eliminado,0.6705
Rússia-Eliminado,0.1211
Irã-Oitavas-Quartas-Semi-Final-Campeão,0.0014
Irã-Oitavas-Quartas-Semi-Final-Eliminado,0.0065
Irã-Oitavas-Quartas-Semi-Eliminado,0.0288
Irã-Oitavas-Quartas-Eliminado,0.1024
Irã-Oitavas-Eliminado,0.2095
Irã-Eliminado,0.6514
Suécia-Oitavas-Quartas-Semi-Final-Campeão,0.0006
Suécia-Oitavas-Quartas-Semi-Final-Eliminado,0.0045
Suécia-Oitavas-Quartas-Semi-Eliminado,0.0183
Suécia-Oitavas-Quartas-Eliminado,0.0618
Suécia-Oitavas-Eliminado,0.2551
Suécia-Eliminado,0.6597
Sérvia-Oitavas-Quartas-Semi-Final-Campeão,0.0006
Sérvia-Oitavas-Quartas-Semi-Final-Eliminado,0.003
Sérvia-Oitavas-Quartas-Semi-Eliminado,0.0204
Sérvia-Oitavas-Quartas-Eliminado,0.0807
Sérvia-Oitavas-Eliminado,0.302
Sérvia-Eliminado,0.5933
Islândia-Oitavas-Quartas-Semi-Final-Campeão,0.0004
Islândia-Oitavas-Quartas-Semi-Final-Eliminado,0.0023
Islândia-Oitavas-Quartas-Semi-Eliminado,0.0172
Islândia-Oitavas-Quartas-Eliminado,0.0699
Islândia-Oitavas-Eliminado,0.2732
Islândia-Eliminado,0.637
Senegal-Oitavas-Quartas-Semi-Final-Campeão,0.0001
Senegal-Oitavas-Quartas-Semi-Final-Eliminado,0.0007
Senegal-Oitavas-Quartas-Semi-Eliminado,0.0026
Senegal-Oitavas-Quartas-Eliminado,0.0258
Senegal-Oitavas-Eliminado,0.152
Senegal-Eliminado,0.8188
Austrália-Oitavas-Quartas-Semi-Final-Campeão,0.0001
Austrália-Oitavas-Quartas-Semi-Final-Eliminado,0.0004
Austrália-Oitavas-Quartas-Semi-Eliminado,0.0031
Austrália-Oitavas-Quartas-Eliminado,0.0174
Austrália-Oitavas-Eliminado,0.0903
Austrália-Eliminado,0.8887
Japão-Oitavas-Quartas-Semi-Final-Campeão,0
Japão-Oitavas-Quartas-Semi-Final-Eliminado,0.0016
Japão-Oitavas-Quartas-Semi-Eliminado,0.0086
Japão-Oitavas-Quartas-Eliminado,0.0509
Japão-Oitavas-Eliminado,0.2329
Japão-Eliminado,0.706
Costa Rica-Oitavas-Quartas-Semi-Final-Campeão,0
Costa Rica-Oitavas-Quartas-Semi-Final-Eliminado,0.0005
Costa Rica-Oitavas-Quartas-Semi-Eliminado,0.0009
Costa Rica-Oitavas-Quartas-Eliminado,0.005
Costa Rica-Oitavas-Eliminado,0.0241
Costa Rica-Eliminado,0.9695
Egito-Oitavas-Quartas-Semi-Final-Campeão,0
Egito-Oitavas-Quartas-Semi-Final-Eliminado,0.0002
Egito-Oitavas-Quartas-Semi-Eliminado,0.001
Egito-Oitavas-Quartas-Eliminado,0.0124
Egito-Oitavas-Eliminado,0.1225
Egito-Eliminado,0.8639
Marrocos-Oitavas-Quartas-Semi-Final-Campeão,0
Marrocos-Oitavas-Quartas-Semi-Final-Eliminado,0.0002
Marrocos-Oitavas-Quartas-Semi-Eliminado,0.0008
Marrocos-Oitavas-Quartas-Eliminado,0.0048
Marrocos-Oitavas-Eliminado,0.0201
Marrocos-Eliminado,0.9741
Tunísia-Oitavas-Quartas-Semi-Final-Campeão,0
Tunísia-Oitavas-Quartas-Semi-Final-Eliminado,0.0001
Tunísia-Oitavas-Quartas-Semi-Eliminado,0.0011
Tunísia-Oitavas-Quartas-Eliminado,0.0071
Tunísia-Oitavas-Eliminado,0.0382
Tunísia-Eliminado,0.9535
Panamá-Oitavas-Quartas-Semi-Final-Campeão,0
Panamá-Oitavas-Quartas-Semi-Final-Eliminado,0.0001
Panamá-Oitavas-Quartas-Semi-Eliminado,0.0007
Panamá-Oitavas-Quartas-Eliminado,0.011
Panamá-Oitavas-Eliminado,0.0437
Panamá-Eliminado,0.9445
Coreia do Sul-Oitavas-Quartas-Semi-Final-Campeão,0
Coreia do Sul-Oitavas-Quartas-Semi-Final-Eliminado,0
Coreia do Sul-Oitavas-Quartas-Semi-Eliminado,0.001
Coreia do Sul-Oitavas-Quartas-Eliminado,0.005
Coreia do Sul-Oitavas-Eliminado,0.0349
Coreia do Sul-Eliminado,0.9591
Nigéria-Oitavas-Quartas-Semi-Final-Campeão,0
Nigéria-Oitavas-Quartas-Semi-Final-Eliminado,0
Nigéria-Oitavas-Quartas-Semi-Eliminado,0.0004
Nigéria-Oitavas-Quartas-Eliminado,0.005
Nigéria-Oitavas-Eliminado,0.0417
Nigéria-Eliminado,0.9529
Arábia Saudita-Oitavas-Quartas-Semi-Final-Campeão,0
Arábia Saudita-Oitavas-Quartas-Semi-Final-Eliminado,0
Arábia Saudita-Oitavas-Quartas-Semi-Eliminado,0
Arábia Saudita-Oitavas-Quartas-Eliminado,0.001
Arábia Saudita-Oitavas-Eliminado,0.0173
Arábia Saudita-Eliminado,0.9817
